,Tweets,label
549,mutual: let's talk more!me: for sure!mutual:  happy  me:,positive
550,blocked by christensen.another notch on the belt. happy,positive
551,Just over 91% in favour of the unelectable Jeremy Corbyn happy,positive
552,Best advice on Blogging. happy,positive
553,Teaser coming out today at 4pm!Story,positive
554, music and direction by of my favourites by,positive
555,aw BCC is having a PRIDE prom and i kind of want to go happy,positive
556,If school has taught us anything,positive
557, its texting without looking :)KISSES TheFashionIcon,positive
558,good morning messages never fail to make me smile happy,positive
559,thanks for the recent follow. Much appreciated happy  Want this,positive
560,SAP did you also use,positive
561,Shoutout to for the donation. Looks like I'm streaming some Stanley Parable later happy,positive
562,unfollowing bye happy,positive
563,thank you for 2k likes on my banner project happy,positive
564,Hi :D Retweet for a follow!!!,positive
565,? News ? :D,positive
566,When your efforts pay off... happy,positive
567,no pressure happy,positive
568,HAPPY BDAY MIDAWGDARNIZLLE  i love you a long time happy  thanks for being my best friend forever and attempting to travel on the road,positive
569,Fri or Thu? I'm going to the Friday showing :D,positive
570,I was thinking about how I don't want to go to school and I'm suddenkyfeeling good happy,positive
571,no i don%27t :)),positive
572,tonight 7pm,positive
573,A Treaty could provide security/ tech for culture development happy,positive
574,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,positive
575,more goodies spotted! :D,positive
576,Another great day out in Westhoughton,positive
577, delivering the Conservative message of strong  stable leadership. happy,positive
578,morning happy,positive
579,I had that down south and had no issues,positive
580, going to see what's about and speak to people that live near to me and see what they use happy,positive
581,I've been trying to bank sleep all week happy  I doubt I'll be able to sleep Friday or Saturday night,positive
582,,positive
583,i understand....i do silly shit like that to make my friends smile happy,positive
584,Well,positive
585, I guess it's a good thing then to bring it right to the foreground and put it right in their face,positive
586,thanks for the recent follow. Much appreciated happy   Want this,positive
587,you know what i think? you look exceptional for a new Mum,positive
588, my tum is still like that 20yrs on. happy,positive
589,Who is the Prime Minster of Pakistan ? Nawaz Sharif Hahahahah happy  SorryUncle,positive
590,Sure is happy,positive
591,Agreed! I feel like I've skipped too many css/design fundamentals. I'm spending the next couple of,positive
592,Hey thanks for being top new followers this week! Much appreciated happy,positive
593,It will be at random on twitch happy,positive
594,Good morning every one,positive
595, Order what ever you want to eat through our website.May you all have a great day happy,positive
596,thanks for the recent follow. Much appreciated happy  Get this,positive
597,That would be a great trick happy,positive
598,OMG I'M SO HAPPY!!  new video about ma bigbang babies happy,positive
599,happy birthday ! happy  hope you have a good one,positive
600,because you are one happy,positive
601,Totoo po? Waaahhh may heart!!! Heart everywhere happy  love it,positive
602,Good morning every one,positive
603, Order what ever you want to eat through our website.May you all have a great day happy,positive
604,Thank you so much sir happy  please watch the film and call me happy,positive
605,thanks! happy,positive
606,happy  Me too I hope,positive
607,they are real subs and here's the link for the video happy,positive
608,Opening sentences of happy,positive
609,rt for 50 ffs-rt pinned tweet!!-be patient -legiiiiiiit-no saved accounts happy,positive
610,Thanks for being top engaged community members this week happy  Want this ?,positive
611,Jem did the Dark Star Orianna splash with assistance from Alex! :D She's done lots of splash updates,positive
612, check her AS:,positive
613,Gippy Grewal  will be online on Twitter at 3 PM,positive
614, just type and ask anything you like happy  aa jao for,positive
615,Hi guys! :)We're looking for to  bartenders/mixologists to work with us at an upcoming event. DM us,positive
616,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
617,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
618,Physics will have 80 formulas to memorize Ha.ha.ha happy,positive
619,i'm grateful to my mom for giving birth to me and not abort me crying with joy,positive
620,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
621,You nailed it!!!!! Brought tears to my eyes,positive
622, i got goosebumps ,positive
623, beautiful set ,positive
624,  the perfect dress,positive
625,  and totally of,positive
626,Ah awesome! Pixel art stuff by any chance? happy,positive
627,Share the love you're top engaged community members this week! Much Appreciated happy,positive
628,Please,positive
629, please! Watch the AFL Anzac Game on Tuesday! It's a VERY big tradition here and you'll love the sport! happy,positive
630,Another day! Good morning!! It's April 20,positive
631, 2017 at 07:00AM!! kamusta? don't forget to eat your breakfast guys! happy,positive
632,yess crying with joy,positive
633,Home run !!!! And yes Charlie is at the game happy,positive
634,You say VUCA,positive
635, I say TUNA happy,positive
636,Thanks for the recent follow Happy to connect happy  have a great Thursday. (Want this? It's FREE!,positive
637,where ? happy,positive
638,Good morning every one,positive
639, Order what ever you want to eat through our website.May you all have a great day happy,positive
640,HAPPY 16th BIRTHDAY TO MY BFF! I may only be 15 and a half but I'll have you to take me places happy  have a great birt,positive
641,thank you happy,positive
642,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,positive
643,Good morning every one,positive
644, Order what ever you want to eat through our website.May you all have a great day happy,positive
645,Nice,positive
646, congratulations to both of you. happy,positive
647,I had all and then most of you,positive
648, some and now none of you crying with joy,positive
649,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this ?,positive
650,Here's me being brutally respectable in a suit... enjoy happy  contrast so you appreciate mo,positive
651,If you're a CHAMPION,positive
652, let me know!  :-)(I'M A CHAMPION!!!!!)Elder Lenore A. ArtisMinistries...,positive
653,Great songs happy  Who are your favourtie member? x,positive
654,Thanks for the recent follow Happy to connect happy  (Want this? It's FREE!,positive
655,Charge to experience muna happy,positive
656,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,positive
657,.Thanks so much for the RT,positive
658, and have yourself a groovy Thursday!  happy,positive
659,Stats for the day have arrived. to  new followers and NO unfollowers happy  via,positive
660,In Melbourne please happy,positive
661,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,positive
662,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
663,That would be a great trick happy,positive
664,i have a goal today happy  i%27m going to accomplish it,positive
665,Kids versus Legends crying with joy,positive
666,happy birthday nimesh!!! happy,positive
667,good morning,positive
668, Mike. Blessings to you. happy,positive
669,Thank you happy,positive
670,FACIALS happy,positive
671,I'll keep you awake happy,positive
672,Hello everyone,positive
673, have a great Thursday! Looking forward to reading your tweets happy  Want this ?,positive
